Date,RF,MktRf,beta,ep,dy,sue,pps,LTR,lev,cashdebt,currat,pchcurrat,pchquick,pchsaleinv,quick,salecash,saleinv,salerec,baspread,depr,pchdepr,SMB,HML,STR,mom6m,mom36m,sgr,cp,IPO,divi,divo,acc,sp,cto,UMD,turn,pchgm_pchsale,pchsale_pchinvt,pchsale_pchrect,pchsale_pchxsga,etr,lfe,os,zs,pchcapx_ia,nincr,indmom,ps,bm_ia,cfp_ia,chempia,mve_ia,dolvol,std_dolvol,std_turn,adm,rdm,rds,kz,chinv,chtx,ill,LIQ_PS,idiovol,grltnoa,ob_a,grltnoa_hxz,cfp,rd,cinvest,roavol,cinvest_a,noa,dnoa,tb,pricedelay,age,egr,lgr,dcoa,dcol,dwc,dnca,dncl,dnco,dfin,ta,dsti,dfnl,egr_hxz,ms,chmom,grcapx,retvol,zerotrade,pchcapx3,cei,nef,ndf,nxf,rs,herf,ww,roic,tang,op,nop,ndp,ebp,chcsho,aeavol,ear,moms12m,dpia,pchcapx,cdi,rna,pm,ato,chatoia,chpmia,cashpr,sin,rsup,stdcf,absacc,invest,roaq,stdacc,realestate_hxz,pctacc,maxret,ol,ivg,poa,em,cash,HML_Devil,gma,orgcap,BAB,QMJ,hire,gad,ala,RMW,CMA,HXZ_IA,HXZ_ROE,Intermediary,convind
19811130,0.0107,0.0336,-0.039003514,0.024096507,-0.02187985,0.002268568,0.010924498,0.026,0.014256885,0.003571292,0.027419859,0.006192703,0.005192793,0.012639471,-0.022961872,-0.006539497,0.017308902,0.020104808,-0.035436351,-0.018051428,-0.003304214,-0.0097,0.019,0.006,-0.020482202,0.001419385,-0.006069712,0.011924375,0.014417779,NaN,-0.068360665,0.009552241,-0.008863024,0.007349069,-0.0026,-0.038625622,0.014816332,0.01220864,-0.006378553,0.003292759,0.002771599,0.006602883,0.005683524,0.017731848,0.000703257,-0.010339723,0.022064019,0.004370926,0.018603676,0.008706293,0.006888781,-0.044287528,0.028625596,-0.002498398,-0.035173117,0.018411479,-0.00442229,-0.020497517,0.016264586,0.009477911,-0.00687343,0.004220741,0.06184863,-0.039351665,-0.012509399,0.01788751,-0.008711019,0.018998357,-0.007086768,-0.010733189,0.022755366,0.005857929,-0.000116329,-0.001685297,0.0163037,-0.005259743,0.01572068,0.011892378,-0.001100893,0.010279628,0.001004094,0.02694966,-0.014518695,-0.023308961,0.003717036,-0.011883243,0.009696236,-0.015759445,0.008193597,0.017115142,0.001897299,-0.001477991,0.002628918,-0.034749288,-0.030972241,0.006476316,0.023115507,0.019567865,-0.002628383,-0.000383862,-0.006420884,-0.015210064,0.016389719,0.005849538,-0.012234609,0.024133319,0.015281776,-0.024334181,0.004532777,0.013345202,0.006783693,-0.004269196,-0.046088194,-0.002696462,0.006059936,-0.010258829,0.047767295,0.016857081,0.025255815,0.008306834,0.016710164,0.007097169,0.002379305,0.022016548,0.010830919,-0.022524254,-0.002596794,0.009195309,0.0102608,-0.012049129,0.008979266,-0.037613168,-0.009777652,0.002675314,0.018846852,0.012113436,-0.00979917,0.03053653,-0.012086465,-0.020545425,0.04369811,0.01009178,-0.004561868,-0.011782427,-0.021565429,0.0016,0.0063,0.006073,0.005523,0.0221,0.013499561
19811231,0.0087,-0.0365,-0.020743636,0.004670049,-0.019438894,-0.003741297,-0.007843458,0.0162,-0.008643913,-0.009610338,-0.025311744,-0.001541771,0.000223047,-0.005851773,0.018824647,0.001747801,-0.022944485,-0.021547368,-0.031379102,0.019160221,0.003314933,0.0117,0.0074,0.0138,0.014359809,0.027982396,0.018902035,0.007731388,-0.066067898,NaN,-0.050867011,0.003225738,0.00760844,0.005067034,0.0132,-0.013707748,0.005920474,-0.005627244,0.008823852,-0.007760861,0.005294078,-0.009053338,0.026206434,-0.007280687,0.007385343,0.01004027,-0.008085664,-0.014030448,0.009301968,0.001729418,-0.011336601,0.062133693,0.001911052,0.017626881,-0.014712618,-0.011882543,0.020630021,0.024480679,-0.001703589,0.003213148,-0.01282351,0.023532979,0.00213751,-0.021872394,0.014367838,0.01045736,0.014950773,0.002489295,-0.011274791,0.016768313,0.009168479,-0.005375425,0.003932325,0.00590924,0.000503712,0.010464767,0.005553732,0.014672998,0.014710866,0.004531953,0.01370987,-0.007646999,0.019309827,0.015200378,0.008809622,0.001759528,0.006713017,0.008602646,0.007108036,0.011970624,0.0098608,0.013344293,0.00706144,-0.019634212,-0.01609303,0.009938005,0.012857949,0.014819555,0.004720685,0.015071768,-0.008721004,0.011258119,-0.006526033,0.005348987,0.003380585,0.014156876,0.023869929,0.01520786,0.000576643,0.007146888,-0.002583368,0.001330021,-0.00104309,0.021897862,0.01619255,0.017866715,-0.03276119,-0.008945094,0.007449881,-0.00398313,-0.013272197,0.008423322,-0.035081261,-0.011405283,0.004270201,0.000805026,0.022046446,0.000359874,0.000750715,-0.010910447,0.007989119,-0.018255915,-0.001455458,0.014861981,-0.005029898,-0.000952503,0.005273478,0.005382337,0.016736423,0.030058226,0.02208727,0.02149191,0.016040539,0.007737609,0.019608488,0.003,0.0241,0.018838,-0.005243,-0.0864,0.002498892
19820129,0.008,-0.0324,-0.045738332,0.019314834,-0.039694726,0.006496434,0.038111544,-0.0122,0.029065089,0.018204673,0.000548553,0.019578959,0.009759947,-0.013959729,-0.001136425,0.010906549,-0.015586109,-0.011375729,-0.042092216,0.003002343,-0.001825625,-0.0128,0.0314,0.0642,0.025424158,0.047220509,0.007930676,0.024002332,0.0214029,NaN,0.058882649,0.009969768,0.011335977,0.010717789,0.0173,-0.020764834,0.017405407,-0.011732791,-0.005965727,-0.024080773,0.016914506,-0.016193159,-0.001333954,0.025472886,0.016465789,-0.001211674,-0.004724352,-0.027945491,0.017593059,-0.001734308,-0.01311687,-0.011233753,0.012668058,-0.010664749,-0.0185409,-0.032005686,0.049381711,0.064874294,0.034324102,0.002868009,-0.015033548,0.008014569,-0.02072365,-0.046343902,0.009262017,0.0225842,0.003743394,0.000629848,-0.017553531,0.009098388,0.017254468,0.003577742,0.006424436,-0.015106215,-0.007731081,-0.029428701,0.033865913,0.031111619,0.003094304,0.008181719,0.006245241,-0.006031293,0.004808529,0.019533453,0.013504922,-0.035434609,-0.004084123,-0.007316263,-0.010193651,0.027592936,0.000954158,0.047795653,0.029895651,-0.041339651,-0.010411846,0.01471791,0.045747969,0.016137245,-0.003623611,0.022303243,0.005371766,-0.004521482,-0.000837539,0.009437051,0.008623628,0.027092361,0.027140771,-0.009048331,0.035091378,0.025496469,-0.005413703,0.006419436,-0.02153791,0.010874231,0.018529114,0.002820693,0.005464912,0.012470456,0.028094066,-0.008871633,0.012431594,0.029983323,0.017665157,0.008309825,-0.003041339,-0.006025762,0.01084793,0.010402261,-0.005802604,-0.009542564,0.006351014,-0.017332919,-0.010482518,-0.003532436,-0.010337465,0.014855568,0.006138956,0.0240944,0.011260685,0.045886834,0.000232914,0.002458567,-0.000438581,0.018762347,0.017517415,-0.0161,0.0208,0.019967,-0.014831,-0.0207,0.008554733
19820226,0.0092,-0.0586,-0.065028684,0.069207297,-0.069261702,0.007485651,0.048136613,-0.0432,0.067520575,0.040719808,0.002518307,-0.001984955,-0.007372391,-0.003990216,-0.015487405,-0.015114988,-0.00143319,0.028036885,-0.055437974,-0.003579003,-0.001513335,0.0049,0.0608,0.0595,0.04120815,0.056725445,0.020069517,0.061323921,-0.042037664,NaN,-0.049286743,0.026957561,0.053889663,-1.43E-05,0.05,-0.033047068,0.013937383,-0.002490018,-0.015369699,-0.00191348,0.019788564,-0.013719068,-0.032725368,0.067689321,0.00143947,-0.012789748,0.017166046,-0.012428125,0.031351151,0.008184393,-0.003785953,0.063102992,0.030162532,0.022932881,-0.020378009,-0.048798279,0.038722428,0.006615149,0.073923051,0.013126513,-0.009897876,0.00618399,-0.01333119,-0.063620432,0.025451274,0.028802917,0.020380627,0.004202965,-0.012593736,-0.001001128,0.018387348,0.007052486,0.009267152,0.001376749,0.009441378,-0.023164501,0.040769781,0.045305063,0.028251883,0.01563302,0.017639685,0.010572362,0.025815286,0.009528054,0.036116914,0.002198748,0.010109246,0.000691713,-0.000114663,0.051476868,-0.011370583,0.058403163,0.035424631,-0.063299841,-0.02827115,0.017678853,0.053662059,0.020725408,-0.005836386,0.009558796,-0.014170491,-0.025299804,0.0026004,-0.006873292,-0.001568312,0.056351681,0.037014496,-0.030921245,0.056974193,0.031636373,0.008323019,0.008622332,-0.029242426,0.036672314,0.030314881,0.010863659,-0.02749525,-0.021493347,0.040328328,-0.014602446,-0.007060163,0.057786736,0.010063929,0.021372366,0.020774282,-0.029874505,0.036932666,0.038602832,0.01907116,0.011211975,0.004267086,-0.028601817,0.016348638,0.021517299,0.003331365,0.05071904,-0.01467355,0.0405129,-0.003497808,0.03547498,0.03022828,0.000783243,0.020536061,0.00629851,0.008724149,-0.0344,0.0457,0.047247,0.00327,-0.0229,0.003419542
19820331,0.0098,-0.0187,-0.043834992,0.025159394,-0.042492573,-0.00231516,0.040387428,-0.0186,0.041615089,0.02946258,0.028717237,0.019466203,0.016245068,-0.005746706,-0.040500852,-0.017993585,0.018304822,0.044809309,-0.022837316,-0.018818176,0.008391592,-0.0019,0.0378,0.0398,0.02877594,0.035748696,0.020336283,0.039404711,-0.011455803,NaN,0.030870042,0.024152994,0.039084373,0.001341563,0.0293,-0.009492428,0.016359172,-0.004736295,-0.007695276,0.002946124,-0.015223612,-0.020668497,-0.017513708,0.043288963,-0.012011096,-0.007278146,0.023426309,-0.013393739,0.0172843,0.031569514,0.002577243,-0.099721955,0.024984931,0.009301036,-0.00941954,-0.056598083,0.016802249,-0.00116324,0.045105389,0.017351389,-0.003294821,0.001540211,0.04197886,-0.026592388,-0.003953441,0.036730449,-0.007573995,-0.00443555,-0.010213142,0.008952062,0.000460943,0.005912754,0.009097346,0.002142622,-0.005196533,-0.023376745,0.026260898,0.042159458,-0.000502248,0.028843192,0.007609709,0.022653768,-0.000324858,0.008934531,0.017523683,-0.008659292,-0.003766349,-0.00640159,-0.007680201,0.046866284,0.001748354,0.045040485,0.016164692,-0.027784407,-0.018988134,0.026277449,0.036430124,0.01146158,0.001204472,0.013668301,0.000861197,-0.008197264,-0.001404741,-0.018738147,-0.023334439,0.033640239,0.024430593,-0.020486867,0.04437986,0.014662314,0.000962145,0.014502694,-0.021424055,0.006066216,0.00899427,0.011808136,-0.040229327,-0.026497572,0.041917849,-0.0063877,0.008811515,0.036626621,0.119703094,0.009229641,0.003946432,-0.021974665,0.005918986,0.039253937,0.007522549,0.030451753,0.012478758,-0.021663322,0.010909737,0.009645751,0.023463922,0.046963092,-0.017325761,0.02763372,-0.014893153,0.014627789,0.01643918,-0.004498885,0.00571287,-0.016686575,0.000131687,-0.0147,0.0237,0.018303,-0.016613,-0.0512,-0.007210468
19820430,0.0113,0.0327,0.021537274,-0.020469123,0.028310733,0.000793185,-0.003908431,0.0166,-0.007602077,-0.004246277,-0.008908431,0.008140812,0.003366352,0.003112518,0.010680626,0.005224431,-0.003579701,-0.001466471,0.021095158,0.020008817,0.005842578,0.0151,-0.028,-0.0172,-0.001544892,0.001183153,-0.000814362,-0.01977884,0.053178927,NaN,0.06709156,-0.004982408,-0.003829835,-0.005984233,-0.0041,0.019959291,-0.019775096,0.004268556,0.00068995,-0.00261307,-0.02327595,-0.001240656,0.000136518,-0.010422911,0.019459866,0.001978799,-0.008747869,0.001669488,-0.023483648,-0.009956567,-0.017078654,0.004796579,0.009799135,0.003602538,0.01734433,-0.001194428,0.014326915,0.012212512,-0.011968169,-0.013250899,-0.010167746,0.015624075,-0.02321061,0.018175835,0.005842323,0.013908751,0.00461875,-0.00275227,0.016235022,0.005159984,-0.004782206,-0.001598619,0.007567002,0.006650087,0.01401668,0.013209612,-0.018779735,-0.008742037,-0.001414195,-0.014644399,0.006151764,-0.004513197,0.011996967,0.025834894,-0.013108276,-0.00823699,-0.001070948,-0.004073089,-0.00900902,-0.003181095,0.002306564,-0.004166385,-0.000835668,0.020731312,0.019870818,-0.004008074,-0.005611606,-0.005250834,-0.006930659,-0.011018305,0.000537753,0.004373808,-0.008273265,0.016261747,0.000961344,-0.010050373,-0.008774195,0.007594197,-0.025261046,-0.013375513,0.006698527,-0.006344329,0.013358006,-0.00491044,0.003564778,-0.007253145,0.031529463,-0.002652967,-0.00154399,-0.001426596,-0.000998054,-0.028135318,0.024352805,-0.002691165,-0.000500665,0.005597232,-0.004738648,-0.00353279,0.000756022,0.026683052,-0.001558502,0.01895637,0.004486379,-0.00448514,-0.018007084,-0.021225324,0.004442644,-0.01987834,0.027474336,0.021483198,0.02144094,0.01562539,-0.01828531,0.002739004,0.010618091,0.0162,-0.0015,0.012235,0.01893,0.017,-0.003729139
19820528,0.0106,-0.0399,-0.044862343,0.028829885,-0.026469671,-0.004443641,0.010085017,0.0193,0.011551681,-0.001564096,0.022737097,0.007964199,0.016540516,0.016144078,-0.023879264,-0.002459125,0.032127571,0.029864038,-0.014623289,-0.01839062,0.006789389,0.0047,0.0182,0.0157,-0.010620342,-0.000314767,-0.012015321,0.025599735,0.002683966,NaN,0.008112636,0.015503987,0.013907061,-0.002757818,0.0256,-0.041928708,0.011568193,0.01227226,0.021526412,-0.005858786,-0.022303713,0.011810767,0.000502613,0.016244077,-0.019622511,-0.015756503,0.034318038,0.008704169,0.023750428,0.016200601,0.018383331,0.025112055,0.051017055,0.001509838,-0.029538516,-0.017346004,-0.023852044,-0.044127599,0.019531671,0.017566907,-2.68E-05,0.052441988,0.02917381,-0.037278164,-0.021119419,0.031940383,-0.015677914,0.020676448,-0.003822418,-0.00480979,0.01064098,0.009415611,0.015850766,-0.002398952,0.026150907,-0.000703309,0.011360311,-0.0009698,0.00072322,0.024841324,-0.000839397,0.01986864,-0.009200011,-0.011829976,0.022081433,0.015465831,0.009428139,-0.000240137,-0.000677724,0.004665914,0.001754828,0.002441221,-0.007884456,-0.021256508,-0.04229474,0.006419638,0.012512237,0.015685422,0.015480594,0.017464854,-0.000774242,-0.013181977,0.007014373,0.014059919,0.002690098,0.026124357,0.017776807,-0.008505779,0.015514436,0.010258411,0.009486399,-0.001921716,-0.038541699,-0.002868428,-0.007381123,0.000566845,-0.039373085,0.015088654,0.015097068,0.011353145,0.002886323,0.018985296,-0.013181527,0.015701335,0.017972961,-0.017761491,-0.002862552,0.009058522,0.0226513,0.003752597,0.024458223,-0.024258157,0.010062488,0.012946207,0.022129262,0.03325702,8.29E-05,0.02028863,-0.006428173,-0.009529992,0.02480053,0.01309619,-0.005533074,0.008418939,-0.013252183,0.0076,-0.0009,-0.005415,-0.004843,-0.1052,0.006977499
19820630,0.0096,-0.0309,-0.030155737,0.021118352,-0.031752045,0.0045815,0.004560085,0.0016,0.02520057,0.009369814,0.004328354,0.010524248,0.0131048,-0.010898189,-0.015592084,-0.010504452,-0.001002019,0.038225031,-0.023849946,0.002616562,0.003100392,-0.004,0.0152,0.0193,0.046736711,0.040848558,0.005122061,0.016641974,-0.063920696,NaN,0.047570051,0.007359997,0.046691907,-0.03168959,0.05,0.01204447,0.013158379,-0.008111578,-0.005784124,-0.006401166,0.024803338,-0.01460383,-0.003198146,0.023109635,0.015632393,-0.000809401,-0.007730566,-0.014582673,0.001138983,0.005389479,-0.002912741,0.055153674,0.012819481,0.018820622,0.020120209,-0.032001513,0.020669922,0.00817343,0.023795542,-0.012618755,-0.001489297,0.003419929,0.04984903,-0.028187781,0.012191572,0.01147442,0.010891747,-0.006535709,-0.010483804,-0.002285242,0.002534864,-0.003954012,0.013662142,0.010530384,-0.000627831,-0.011292295,0.019833393,0.031314861,0.001764832,-0.002494624,0.009029202,0.010222538,0.017421871,0.019678403,0.006603487,-0.020092679,-0.000371693,-0.005411915,-0.007463289,0.025371123,0.006585595,0.045787284,0.013962628,-0.009381141,0.008205671,0.002279339,0.030266243,0.018624388,0.002644643,0.013706547,0.011788796,0.003663395,0.00925327,-0.000164388,0.006328313,0.029407849,0.024757941,-0.016395716,0.018899818,0.022985407,-0.020828813,0.019405405,0.005636646,0.004447984,0.009714705,-0.001234382,-0.012362735,-0.027029577,0.056923305,0.001427769,0.005535148,0.018528695,0.038824374,0.032297702,0.016245444,-0.000445297,0.004531588,0.014790351,0.013642325,0.030476716,0.002514012,-0.003343845,0.034535426,5.89E-05,-0.001458477,0.017536919,-0.002643092,0.000817477,0.016044072,0.032706727,-0.004936205,0.007575852,0.005289891,-0.007661086,0.015238244,-0.0011,0.0272,0.028005,0.001385,-0.0618,0.001014978
19820730,0.0105,-0.0319,-0.031310235,-0.007749071,-0.01977216,-0.00551057,0.010375717,-0.0291,-0.004042486,0.002583729,-0.006695995,-0.007394492,-0.013134188,0.002772674,0.009364436,0.020599307,0.00206372,0.01837952,-0.038242669,0.0311061,0.011971527,0.0084,0.0016,0.0236,0.056482968,0.01907372,0.011976418,-0.003517626,-0.029260336,NaN,NaN,0.000468552,0.010311472,-0.006266586,0.0447,0.002161795,-0.000381049,0.001424352,0.004383995,-0.02269674,0.000391263,-0.006748533,0.01479209,-0.00635495,0.025584511,0.001965874,-0.021164212,-0.001608674,-0.010416122,0.009961801,0.001001475,-0.075444267,0.044049055,0.010181325,-0.004985249,-0.01624939,0.01878654,0.028484814,-0.000188317,0.002153608,0.006493873,-0.02550914,-0.01502625,-0.040551373,0.014494532,-0.00020071,0.017849505,-0.004573505,-0.027869082,0.013862793,0.020849435,0.025158988,0.009255578,-0.003471448,0.004661464,-0.020616046,0.006358315,0.016022766,0.012727132,0.002223912,-0.001333684,-0.000743351,0.034753025,0.04011304,0.02030702,0.036720897,0.015342102,0.013673496,0.016049669,0.011140052,0.002750307,0.042575423,0.033702628,-0.044243856,-0.010389976,0.037979023,0.008377418,0.016483159,0.001602724,0.026108734,-0.007384767,0.019371263,-0.007866389,0.015611186,0.015785656,0.005506494,0.004741168,0.025606417,-0.002750961,0.003802831,-0.002206839,0.00272058,0.038140092,0.015495508,0.033250561,0.00392322,0.00104274,-0.001877351,0.015576104,0.008113024,0.001709157,-0.006542491,0.001052146,-0.01513143,0.022783801,0.000517068,0.015423708,-0.004844869,0.018089286,0.001479571,0.003082882,-0.036897508,0.012540981,0.006341948,0.016086588,-0.004817569,0.030929009,-0.01073765,0.024249029,0.044457044,0.01489391,0.01735184,0.008576589,0.009728569,0.022495884,0.0111,0.0154,0.020984,0.028813,-0.0486,0.002198971
19820831,0.0076,0.1114,0.020400993,-0.010323744,0.003474571,-0.024621946,0.006274023,0.0112,0.00268893,0.006239504,-0.011896974,-0.013024761,-0.002395872,0.001165187,0.008735787,-0.003602541,-0.017287201,-0.000751119,0.019112778,-0.000161231,0.008926004,-0.041,0.0116,-0.0098,-0.028698038,-0.012730801,0.007309126,-0.010103829,0.040884042,NaN,NaN,0.007819831,-0.006684231,0.006732454,-0.0352,0.011399137,-0.004227317,0.002631168,0.006299076,0.012805828,0.008609865,0.00993904,0.012443255,-0.001491452,0.004817352,-0.010736599,0.025760967,-0.006507015,-0.017617033,0.017246742,-0.018262535,NaN,-0.00533119,-0.014105668,0.004841161,0.031539604,0.021690867,0.027719891,-0.001918348,0.000885934,-0.019357593,-0.014841457,-0.00536773,0.004946336,-0.008704694,-0.018666295,-0.00180523,0.002768514,0.002020096,-0.003802652,0.009226985,-0.009142831,-0.000116555,-0.001354495,-0.009212473,-0.003280544,-0.011424233,0.001663905,-0.002581883,0.006169679,0.006713963,0.011333777,-0.006974093,-0.00368882,-0.008026527,0.007863503,0.02757532,0.013350281,-0.004912774,0.004042951,0.007186254,-2.58E-05,-0.007036136,0.015746596,0.01426599,-0.010819215,-0.001237035,-0.015267655,-0.018267594,-0.025530283,-0.024916605,0.013121984,0.003061402,-0.023246675,0.001708805,-0.00465393,-0.011865439,-0.007040178,-0.001634394,-0.015159841,0.008068099,-0.005962662,-0.049934623,0.000656897,-0.000621873,0.001005883,-0.014909189,-0.006727846,0.00744005,-0.014779967,-0.005736029,0.000908134,-0.035257321,-0.019127737,0.004222135,-0.002534751,0.000725176,0.023973744,0.010590631,0.008835087,0.005942887,0.021577332,-0.00932991,0.004093323,-0.005710017,-0.011178546,-0.002703797,0.02291809,-0.002935579,-0.009336257,-0.02265183,-0.008689085,0.005843652,0.002572484,-0.000161125,-0.019,0.0018,-0.00524,-0.012378,0.1067,-0.010555723
19820930,0.0051,0.0129,-0.01877929,0.014591051,-0.010201937,0.020513921,-0.024232466,0.0429,-2.08E-05,-0.004741257,0.00182521,0.002799453,-0.008387738,0.006713735,-0.011272758,0.002495267,0.012086957,0.018919021,-0.030618348,0.006335206,-0.002532727,0.0288,0.0034,-0.0045,0.022594795,-2.74E-05,-0.013812138,0.002035661,-0.006772186,NaN,NaN,0.010838895,0.015059414,-0.015465065,0.0417,-0.018881389,0.007344272,0.004855789,-0.000702173,0.001792151,0.012880857,-0.004783052,0.006808592,-0.000372843,-0.009312175,0.010093596,-0.037004482,-0.003229234,-0.016224413,0.021230336,-0.009730609,0.017199226,0.03228894,0.028491673,-0.014675354,-0.007514147,-0.019341811,-0.020607548,-0.004646706,0.00307776,0.012677968,0.017390221,0.0437058,-0.011261573,0.016204016,0.023565558,0.007295665,0.017964374,-0.002044188,0.004490009,0.0177588,0.00116907,0.021078408,0.004580368,0.01842943,0.005267901,-0.0056015,-0.002801159,0.002295544,-0.004258586,-0.001488516,0.00454428,0.013699886,0.016979368,-9.57E-05,0.002736664,-0.016174147,0.007263502,0.010194559,-0.002222098,-0.000233441,0.009990658,0.004322794,-0.020171533,-0.01822835,0.008615601,-0.016497304,0.026052975,0.016382452,0.02295853,0.015074607,0.003159552,-0.009866534,0.024179054,-0.000328007,0.017632979,0.025497447,0.010872993,-0.006734388,0.010321258,-0.000497341,0.008639965,0.045959594,0.011710453,0.002767749,0.001679698,0.032834576,0.001405623,0.009093383,0.001055956,0.015059695,-0.010869032,0.008898495,0.020656215,0.012627899,-0.008612318,0.011260829,-0.026910126,0.004846434,0.017366982,0.017112149,-0.009271072,0.022237819,0.006739136,0.00365832,0.011618097,0.010729377,-0.001793046,0.020353947,0.023691561,0.0754633,0.0256899,-0.007927898,0.002211039,0.009839904,0.0213,-0.0004,0.010037,0.036253,0.0043,0.01746203
19821029,0.0059,0.113,0.064397664,-0.063684337,0.077527494,-0.01461462,0.016498072,0.0288,-0.039714569,-0.007067327,-0.036791658,-0.017361216,-0.006647501,0.000966363,0.027188844,0.000806042,-0.041151397,-0.031892985,0.06800695,0.041225689,0.011746056,0.0235,-0.0368,-0.0094,-0.001989118,-0.050447757,-0.008991281,-0.047693814,0.083906859,NaN,NaN,-0.03465883,0.002161511,-0.019406737,0.0003,0.053295307,-0.016760392,0.003387893,-0.016085744,-0.016947345,0.02260844,0.013110853,0.008777074,-0.0476775,-0.004884528,0.01903644,0.045421948,0.007350002,-0.022389853,-0.006303301,-0.01085764,0.046721951,0.018980173,0.013598589,0.042239609,0.024104036,0.047511096,0.043777804,-0.035340137,-0.024837603,-0.008196952,0.070664978,-0.03929616,0.049617114,-0.004987624,-0.006414962,0.005610691,-0.03066283,-0.009096655,0.005465819,-0.057021043,-0.005332124,-0.015780454,0.010082204,-0.01671117,0.026013227,-0.042290723,-0.017377746,-0.00620408,-0.029460624,-0.020763793,-0.035527043,-0.005508371,0.00539641,-0.052892251,0.003972611,0.015934456,0.010354996,0.010093218,-0.018326366,0.007757691,0.036416202,-0.009489083,0.051448853,0.051912712,-0.020205492,0.000750686,-0.051296864,-0.00238188,-0.031866253,-0.007648571,0.045557658,-0.024465627,-0.027648859,0.009010035,-0.064725468,-0.046629114,0.021517162,-0.032670514,-0.010570043,-0.017078986,-0.027795803,-0.055552448,-0.006694032,-0.005269851,-0.01750929,-0.067681873,-0.047834624,-0.04374571,-0.007443838,-0.006593579,-0.027297624,-0.030706424,-0.007139007,-0.020142547,0.040727757,-0.006417623,0.005526167,-0.015222429,0.021965117,-0.022791312,0.032348597,0.005990543,-0.019458738,-0.022256824,-0.049794883,0.00309197,-0.02675035,0.024719244,0.018307473,0.02781305,-0.01873742,0.002408192,-0.016480919,0.013754751,0.0047,-0.0037,-0.010627,-0.007911,0.2364,-0.014094012
19821130,0.0063,0.0467,0.008668697,-0.035591052,0.044095512,-0.019470634,0.006155094,-0.0447,-0.023440073,0.001873421,-0.045584215,-0.000339146,-0.003205816,-0.005429,0.032647383,0.023623499,-0.028068887,0.006621331,-0.003288339,0.044368423,0.005845622,0.0477,-0.0196,0.0103,0.039210021,-0.014398015,0.017377234,-0.032662164,0.066652592,NaN,NaN,-0.012607579,0.018296784,-0.035656132,0.0589,0.023821172,-0.024639297,-0.006737372,-0.004911267,-0.025507544,0.019072972,-0.012967164,0.007338382,-0.028747286,0.017884551,0.006992449,0.008635486,-0.004580848,-0.024982529,0.02390038,-0.005502869,0.113110102,0.041407589,0.032213189,0.033492429,-0.000466162,0.034856489,0.045387105,-0.016049428,-0.007429784,0.005854009,0.0627963,0.00879567,-0.005267783,0.026458521,0.021753378,0.029605397,-0.006192537,-0.004628637,0.005405469,-0.028749359,-0.000692683,0.011949178,-0.004726366,0.000500257,0.009871554,-0.032447244,0.004482459,0.014465069,-0.004710695,-0.012287553,-0.021210102,0.020351677,0.040799101,-0.029877814,0.013936476,0.003195997,0.015506689,0.023024516,-0.007665177,0.003070388,0.05115099,0.020998707,0.004944835,0.028320558,0.020417089,0.009757835,-0.022962543,0.014844611,0.009896816,-0.019325074,0.036430355,-0.045868863,-0.00654112,0.025108732,-0.037737457,-0.022765544,0.056628883,-0.023329734,0.002224915,-0.017621711,-0.00752837,0.00669611,0.018421377,0.009918515,-0.013242517,-0.042317269,-0.039493508,-0.000258576,-0.006842485,-0.010441772,-0.019545666,-0.008288268,-0.011192774,0.01779065,0.017419644,0.018038574,0.013249035,0.020265324,0.033288958,-0.00023351,0.007400933,0.029582214,0.001496228,-0.007535764,-0.026348751,0.04420834,-0.04362701,0.045467755,0.067358258,0.06728891,0.0151647,0.01736554,-0.001312537,0.038488312,-0.0074,0.0032,0.01401,0.032276,0.0702,-0.00905199
